aX,aY,aZ,gX,gY,gZ
-0.562,1.052,1.624,-21.729,-62.134,179.504
-0.485,1.006,1.575,13.977,-48.340,153.748
-0.420,0.942,1.425,40.588,-33.569,129.456
-0.398,0.862,1.216,48.584,-21.667,110.046
-0.386,0.758,1.036,39.429,-15.015,94.299
-0.358,0.632,0.930,21.179,-13.733,80.322
-0.426,0.493,0.882,3.967,-17.883,68.787
-0.431,0.391,0.927,-5.981,-23.926,62.317
-0.406,0.382,1.035,-10.498,-33.447,58.777
-0.368,0.416,1.156,-10.498,-39.001,56.763
-0.342,0.430,1.231,-5.615,-40.710,50.537
-0.296,0.432,1.281,-0.854,-39.185,41.748
-0.253,0.408,1.303,-0.183,-34.973,31.921
-0.224,0.372,1.294,-2.136,-28.931,21.240
-0.201,0.325,1.254,-4.761,-21.667,10.742
-0.193,0.270,1.201,-7.324,-15.198,1.709
-0.203,0.221,1.161,-11.475,-10.437,-5.676
-0.198,0.185,1.155,-13.489,-7.690,-12.390
-0.201,0.153,1.163,-13.367,-6.531,-18.188
-0.188,0.146,1.184,-12.512,-5.127,-22.095
-0.193,0.139,1.198,-10.071,-3.235,-25.574
-0.186,0.128,1.206,-4.700,-0.549,-29.419
-0.177,0.129,1.191,1.465,2.686,-33.569
-0.179,0.135,1.170,6.042,6.958,-37.231
-0.182,0.154,1.141,7.996,11.780,-41.443
-0.189,0.179,1.108,5.981,16.541,-45.532
-0.211,0.175,1.069,0.916,20.996,-50.720
-0.221,0.148,1.027,-3.113,24.780,-55.725
-0.229,0.122,0.995,-4.395,26.489,-60.608
-0.242,0.107,0.946,-1.221,26.306,-64.575
-0.229,0.110,0.924,3.235,25.024,-67.261
-0.234,0.126,0.917,7.263,22.339,-69.885
-0.239,0.159,0.935,9.949,21.362,-72.327
-0.254,0.186,0.948,10.559,20.996,-75.623
-0.256,0.218,0.952,6.714,22.034,-79.651
-0.282,0.246,0.954,-0.671,23.071,-84.167
-0.315,0.257,0.968,-8.301,23.865,-88.806
-0.326,0.271,1.004,-13.916,23.926,-93.872
-0.330,0.274,1.025,-13.916,24.170,-99.854
-0.342,0.273,1.021,-10.132,25.574,-105.957
-0.347,0.277,1.006,-6.287,26.733,-111.572
-0.361,0.274,0.988,-2.686,27.100,-118.164
-0.364,0.272,0.969,0.061,27.161,-124.878
-0.370,0.274,0.954,-0.427,26.672,-130.737
-0.379,0.298,0.965,-4.578,25.879,-135.254
-0.385,0.353,1.003,-11.108,25.208,-139.465
-0.405,0.411,1.037,-16.541,26.062,-144.470
-0.432,0.493,1.052,-22.583,26.794,-149.963
-0.477,0.532,1.067,-29.541,26.550,-157.227
-0.526,0.504,1.110,-31.921,24.658,-168.030
-0.544,0.427,1.146,-22.278,23.804,-181.091
-0.555,0.350,1.131,-7.446,25.879,-192.200
-0.587,0.324,1.073,3.174,29.114,-198.914
-0.608,0.341,1.035,7.507,31.799,-204.285
-0.629,0.368,1.004,7.507,33.630,-210.571
-0.631,0.384,1.023,1.221,35.339,-217.163
-0.606,0.352,1.067,-5.920,37.354,-226.074
-0.621,0.282,1.053,-9.155,41.260,-234.924
-0.673,0.206,0.982,-11.719,44.617,-242.004
-0.732,0.075,0.886,-12.512,44.556,-248.474
-0.768,-0.077,0.824,-12.878,40.100,-253.906
-0.791,-0.239,0.810,-14.648,32.715,-256.165
-0.778,-0.420,0.844,-12.695,25.024,-256.104
-0.738,-0.588,0.908,-6.409,20.203,-253.418
-0.708,-0.707,0.933,4.578,19.897,-248.291
-0.681,-0.818,0.905,18.250,23.132,-242.798
-0.657,-0.926,0.846,29.907,26.794,-237.854
-0.642,-1.016,0.767,34.912,29.724,-232.788
-0.641,-1.143,0.698,31.982,30.273,-226.807
-0.599,-1.257,0.679,19.714,26.794,-219.116
-0.588,-1.392,0.679,3.662,21.912,-207.336
-0.548,-1.537,0.709,-6.836,16.418,-194.702
-0.503,-1.651,0.745,-8.850,10.254,-178.467
-0.430,-1.695,0.767,-2.930,5.493,-159.668
-0.349,-1.683,0.823,6.165,1.099,-138.245
-0.280,-1.594,0.894,13.367,-1.282,-115.601
-0.216,-1.432,0.948,18.738,-0.183,-94.238
-0.173,-1.248,0.964,22.888,3.418,-77.393
-0.138,-1.130,0.956,25.330,8.423,-67.017
-0.111,-1.034,0.925,22.888,13.062,-59.692
-0.088,-0.980,0.891,18.494,15.747,-53.223
-0.061,-0.957,0.868,13.733,16.785,-48.340
-0.037,-0.965,0.849,11.780,16.785,-43.335
-0.021,-0.954,0.839,12.512,16.052,-36.011
-0.008,-0.907,0.843,14.587,15.015,-27.588
0.011,-0.861,0.840,18.555,14.160,-20.447
0.027,-0.819,0.829,22.400,13.733,-13.977
0.042,-0.785,0.820,24.353,13.184,-8.179
0.068,-0.749,0.833,24.292,12.634,-3.296
0.084,-0.715,0.831,22.339,13.184,0.793
0.089,-0.681,0.814,18.677,14.038,4.028
0.093,-0.682,0.786,14.709,14.587,5.615
0.082,-0.712,0.758,10.498,14.221,7.507
0.077,-0.728,0.740,4.456,11.841,11.536
0.071,-0.742,0.736,-1.038,8.850,16.235
0.065,-0.749,0.741,-3.723,5.005,21.118
0.056,-0.732,0.761,-4.944,0.549,27.466
0.038,-0.720,0.792,-4.150,-3.601,33.325
0.026,-0.722,0.833,-0.854,-6.592,37.659
0.035,-0.720,0.881,3.052,-8.484,41.504
0.038,-0.730,0.890,6.714,-7.812,45.227
0.023,-0.736,0.877,6.470,-5.798,49.988
0.001,-0.726,0.846,2.747,-3.967,55.359
-0.038,-0.721,0.808,-2.258,-3.235,59.937
-0.079,-0.725,0.788,-6.226,-4.211,65.369
-0.111,-0.698,0.803,-10.376,-7.263,71.655
-0.125,-0.678,0.829,-11.841,-11.719,76.294
-0.119,-0.663,0.863,-10.559,-15.076,79.529
-0.125,-0.663,0.887,-8.362,-16.785,82.642
-0.123,-0.670,0.888,-5.432,-16.541,86.060
-0.134,-0.690,0.875,-3.662,-15.869,88.928
-0.150,-0.747,0.855,-4.028,-14.832,91.064
-0.162,-0.793,0.835,-6.653,-13.000,94.727
-0.191,-0.848,0.802,-9.766,-10.681,100.220
-0.228,-0.894,0.778,-13.672,-9.399,108.093
-0.260,-0.849,0.787,-19.775,-10.254,119.873
-0.282,-0.762,0.806,-21.973,-13.916,132.141
-0.283,-0.696,0.849,-18.982,-19.287,140.991

-0.856,0.709,1.428,-6.592,-60.791,290.405
-0.780,0.764,1.506,33.875,-55.786,260.437
-0.625,0.751,1.422,72.205,-46.753,231.689
-0.552,0.701,1.264,87.830,-34.607,210.449
-0.454,0.657,1.123,77.820,-24.475,193.542
-0.477,0.582,0.939,57.495,-18.005,179.382
-0.493,0.580,0.824,31.189,-16.235,169.739
-0.515,0.634,0.782,6.897,-20.447,164.124
-0.504,0.691,0.844,-7.385,-30.762,157.776
-0.472,0.743,0.919,-11.902,-41.138,148.682
-0.448,0.768,0.973,-11.902,-47.607,140.320
-0.437,0.781,0.998,-10.559,-51.819,131.104
-0.411,0.748,1.032,-8.057,-54.626,119.812
-0.346,0.682,1.066,-6.104,-55.237,107.422
-0.347,0.606,1.093,-4.883,-53.711,95.276
-0.274,0.552,1.134,-4.456,-50.171,84.290
-0.260,0.526,1.128,-4.761,-46.692,73.303
-0.240,0.516,1.137,-5.676,-42.542,64.453
-0.240,0.531,1.160,-7.874,-40.710,55.725
-0.199,0.545,1.223,-9.277,-39.795,46.753
-0.174,0.501,1.271,-5.249,-37.598,36.255
-0.142,0.432,1.298,-0.488,-33.020,25.208
-0.123,0.350,1.289,2.625,-26.245,15.015
-0.120,0.266,1.250,4.883,-18.494,6.226
-0.128,0.190,1.190,5.432,-10.803,-0.610
-0.142,0.103,1.128,5.493,-5.127,-7.141
-0.145,0.017,1.084,4.700,-1.953,-13.184
-0.155,-0.052,1.043,2.441,0.061,-17.029
-0.189,-0.089,1.000,-0.427,1.099,-17.822
-0.206,-0.073,1.002,-5.371,-0.916,-15.442
-0.198,-0.004,1.072,-9.705,-4.883,-13.367
-0.178,0.049,1.148,-8.240,-6.714,-14.526
-0.170,0.109,1.197,-4.822,-4.883,-17.029
-0.163,0.173,1.204,-2.136,-0.427,-20.752
-0.163,0.225,1.182,-1.099,5.615,-25.940
-0.165,0.276,1.140,-2.808,11.292,-32.166
-0.172,0.305,1.103,-6.287,15.320,-38.574
-0.195,0.327,1.077,-10.803,17.700,-44.800
-0.209,0.333,1.074,-12.329,18.616,-51.086
-0.233,0.337,1.068,-10.986,18.311,-58.167
-0.252,0.325,1.057,-7.690,18.616,-64.392
-0.262,0.309,1.054,-4.333,18.494,-71.228
-0.270,0.291,1.044,-2.991,18.982,-77.026
-0.286,0.282,1.018,-3.479,20.325,-82.397
-0.302,0.273,0.999,-4.517,21.912,-87.769
-0.317,0.280,0.983,-6.714,22.827,-92.163
-0.326,0.301,0.985,-8.057,23.437,-95.825
-0.341,0.329,0.991,-7.629,23.682,-100.281
-0.363,0.337,0.997,-5.859,24.963,-105.042
-0.384,0.324,0.992,-2.197,26.001,-111.755
-0.390,0.290,0.979,1.465,26.367,-119.019
-0.390,0.244,0.960,2.869,26.917,-126.160
-0.395,0.209,0.936,1.526,27.161,-131.042
-0.392,0.216,0.927,-1.099,26.611,-134.399
-0.409,0.240,0.919,-2.930,25.574,-137.878
-0.418,0.291,0.939,-5.127,24.292,-142.273
-0.443,0.314,0.974,-6.592,22.217,-148.315
-0.457,0.306,1.023,-8.240,22.278,-155.396
-0.474,0.299,1.066,-9.888,23.132,-162.598
-0.491,0.266,1.092,-9.644,26.367,-169.128
-0.493,0.250,1.108,-8.911,29.785,-175.110
-0.515,0.237,1.088,-5.615,34.241,-181.274
-0.507,0.231,1.056,-2.014,38.330,-186.401
-0.511,0.237,1.038,-0.122,40.894,-191.284
-0.561,0.227,1.022,3.784,42.358,-196.777
-0.610,0.181,1.038,5.798,42.053,-203.247
-0.616,0.118,1.056,4.333,39.978,-210.205
-0.645,0.065,1.057,-3.357,38.025,-215.027
-0.662,-0.027,1.067,-11.719,35.522,-219.299
-0.627,-0.139,1.116,-18.372,33.508,-224.976
-0.598,-0.240,1.121,-21.118,34.424,-228.821
-0.584,-0.339,1.062,-17.761,38.086,-229.980
-0.578,-0.401,1.011,-12.024,41.199,-229.858
-0.573,-0.437,0.946,-5.676,43.213,-228.760
-0.641,-0.480,0.887,-4.517,42.603,-226.196
-0.637,-0.548,0.908,-8.728,36.499,-225.342
-0.605,-0.633,0.925,-14.648,30.029,-226.135
-0.571,-0.745,0.870,-20.386,25.940,-226.135
-0.520,-0.867,0.756,-23.560,21.545,-225.525
-0.482,-1.012,0.628,-24.841,15.381,-221.497
-0.452,-1.170,0.567,-24.902,7.019,-211.304
-0.419,-1.342,0.621,-22.461,-2.197,-195.251
-0.348,-1.418,0.791,-19.958,-8.423,-172.913
-0.245,-1.374,0.971,-14.465,-7.324,-146.851
-0.193,-1.249,1.030,-2.930,-0.183,-124.451
-0.167,-1.123,0.939,12.329,11.780,-109.680
-0.145,-1.050,0.795,20.508,20.935,-99.487
-0.130,-1.016,0.692,16.663,23.560,-91.492
-0.116,-1.031,0.620,7.690,20.813,-82.642
-0.106,-1.033,0.623,-1.343,14.099,-72.144
-0.084,-1.003,0.667,-7.385,6.592,-59.326
-0.071,-0.938,0.739,-8.057,0.122,-46.814
-0.051,-0.871,0.813,-2.014,-3.967,-36.621
-0.017,-0.808,0.874,5.737,-5.249,-28.442
-0.003,-0.741,0.900,9.827,-4.333,-20.508
-0.000,-0.658,0.914,9.460,-2.930,-13.611
0.006,-0.581,0.917,9.155,-1.892,-9.460
0.005,-0.542,0.908,10.437,-1.282,-7.690
0.012,-0.539,0.905,11.169,-1.038,-6.958
0.012,-0.572,0.896,11.108,-1.099,-6.531
0.023,-0.626,0.890,11.902,-1.160,-5.127
0.046,-0.684,0.877,13.733,-1.282,-2.808
0.054,-0.716,0.857,14.282,-1.343,1.648
0.062,-0.753,0.847,14.648,-1.404,7.446
0.069,-0.767,0.847,14.709,-1.770,14.099
0.064,-0.745,0.833,15.320,-2.075,21.667
0.058,-0.717,0.814,17.029,-2.808,28.198
0.047,-0.670,0.806,16.296,-4.639,34.180
0.039,-0.641,0.817,14.160,-7.202,39.368
0.032,-0.631,0.842,10.864,-10.071,43.823
0.018,-0.633,0.857,7.019,-11.963,47.974
0.000,-0.678,0.872,4.761,-13.611,50.964
-0.003,-0.737,0.903,2.808,-14.404,54.688
-0.032,-0.790,0.917,2.075,-14.099,60.425
-0.067,-0.793,0.908,1.587,-13.489,69.031
-0.103,-0.772,0.896,2.686,-13.611,77.393
-0.121,-0.728,0.895,5.432,-14.954,84.778
-0.133,-0.674,0.909,6.287,-17.944,91.187
-0.135,-0.629,0.941,4.822,-20.752,96.130

-0.359,-0.946,1.331,-0.793,-17.151,145.874
-0.340,-0.997,1.228,20.081,-3.418,151.245
-0.326,-1.045,1.033,42.664,10.010,156.494
-0.336,-1.064,0.817,56.885,18.738,162.964
-0.357,-1.059,0.623,56.458,20.569,174.500
-0.425,-0.988,0.498,36.438,15.564,195.129
-0.470,-0.773,0.483,6.897,3.540,218.201
-0.488,-0.557,0.516,-9.033,-9.949,233.704
-0.478,-0.434,0.575,-11.658,-21.240,239.929
-0.488,-0.381,0.619,-9.705,-29.358,241.089
-0.486,-0.377,0.645,-8.179,-32.776,241.394
-0.535,-0.376,0.631,-13.062,-32.898,243.958
-0.656,-0.340,0.622,-25.208,-30.029,251.160
-0.788,-0.168,0.688,-41.016,-31.677,266.479
-0.866,0.177,0.825,-52.368,-35.522,281.738
-0.867,0.515,0.955,-43.884,-39.124,284.851
-0.837,0.788,1.069,-22.522,-41.504,274.475
-0.702,0.931,1.156,0.793,-40.222,251.465
-0.667,0.914,1.133,19.531,-39.063,222.839
-0.528,0.777,1.123,20.630,-29.724,198.181
-0.498,0.644,1.060,9.033,-24.292,179.077
-0.546,0.519,1.023,-6.531,-18.555,169.861
-0.564,0.627,1.079,-23.132,-16.113,170.593
-0.546,0.786,1.119,-21.606,-14.465,166.016
-0.508,0.799,1.084,0.854,-11.292,150.940
-0.467,0.776,1.060,14.832,-9.216,134.460
-0.428,0.717,1.013,19.592,-7.629,120.178
-0.341,0.619,0.965,19.043,-7.507,106.323
-0.292,0.494,0.927,14.099,-7.812,93.811
-0.261,0.367,0.892,9.766,-8.179,83.435
-0.260,0.262,0.860,7.324,-8.606,78.674
-0.311,0.375,0.897,-3.662,-11.841,83.740
-0.353,0.529,1.007,-13.245,-16.113,87.708
-0.355,0.589,1.135,-9.766,-20.691,82.214
-0.355,0.624,1.241,-7.141,-20.752,72.754
-0.345,0.597,1.276,-3.052,-17.456,59.692
-0.315,0.534,1.264,1.343,-13.000,45.471
-0.279,0.436,1.226,4.944,-9.338,31.982
-0.237,0.349,1.190,5.249,-7.019,21.729
-0.193,0.280,1.185,3.296,-5.005,14.587
-0.161,0.227,1.169,2.380,-1.160,9.033
-0.148,0.179,1.109,2.686,4.456,3.967
-0.164,0.157,1.034,2.319,8.728,0.671
-0.172,0.144,0.980,1.709,10.315,-1.709
-0.182,0.152,0.941,2.014,8.240,-3.906
-0.179,0.154,0.908,3.235,4.883,-6.042
-0.163,0.172,0.896,4.089,0.854,-7.507
-0.149,0.191,0.916,3.845,-2.991,-9.216
-0.138,0.219,0.952,3.418,-5.676,-11.475
-0.138,0.272,0.999,2.014,-6.653,-13.916
-0.147,0.333,1.027,0.183,-5.859,-17.822
-0.154,0.388,1.057,-1.404,-4.211,-23.499
-0.169,0.431,1.081,-3.479,-1.953,-30.334
-0.195,0.448,1.092,-5.371,0.671,-37.598
-0.226,0.450,1.102,-5.676,3.296,-45.654
-0.253,0.429,1.112,-3.601,5.615,-53.528
-0.277,0.419,1.114,-0.183,8.362,-60.913
-0.311,0.413,1.088,3.479,11.353,-67.322
-0.325,0.406,1.048,6.165,14.343,-73.242
-0.340,0.398,1.013,7.507,15.930,-79.102
-0.351,0.400,0.999,8.057,17.212,-84.534
-0.363,0.426,0.988,7.080,18.494,-89.355
-0.385,0.436,0.955,6.775,20.386,-94.788
-0.399,0.460,0.937,6.348,22.644,-100.281
-0.433,0.468,0.906,6.592,23.376,-107.117
-0.455,0.445,0.882,9.216,23.193,-114.624
-0.460,0.413,0.870,11.414,21.545,-121.826
-0.469,0.387,0.885,13.428,19.653,-127.747
-0.473,0.372,0.897,15.991,17.700,-132.935
-0.479,0.404,0.925,16.418,16.418,-137.146
-0.488,0.428,0.935,17.273,15.869,-142.578
-0.498,0.445,0.949,17.944,16.174,-149.475
-0.519,0.474,0.968,16.296,17.395,-156.555
-0.558,0.471,0.974,14.404,18.860,-164.673
-0.618,0.456,0.963,10.803,20.264,-173.584
-0.713,0.394,0.970,4.822,19.714,-183.228
-0.746,0.271,1.048,-0.793,17.151,-192.810
-0.782,0.147,1.190,-4.822,14.893,-200.073
-0.732,0.016,1.281,2.869,17.334,-205.566
-0.719,-0.064,1.285,26.978,26.611,-210.937
-0.685,-0.036,1.194,60.425,40.039,-214.600
-0.646,-0.018,1.053,81.726,52.490,-219.666
-0.662,-0.089,0.926,72.815,60.974,-226.135
-0.700,-0.281,0.849,37.170,62.866,-230.896
-0.709,-0.517,0.896,-4.150,56.580,-235.046
-0.672,-0.741,0.959,-28.381,48.462,-234.558
-0.586,-0.911,0.998,-30.151,43.091,-230.225
-0.510,-0.960,0.987,-17.944,41.687,-220.520
-0.470,-0.894,0.939,-1.648,41.382,-207.947
-0.447,-0.795,0.871,12.817,41.748,-197.388
-0.425,-0.741,0.825,13.916,40.771,-192.749
-0.371,-0.771,0.802,2.258,38.025,-192.505
-0.323,-0.868,0.771,-12.390,35.583,-191.528
-0.279,-0.980,0.711,-24.597,32.776,-187.683
-0.267,-1.137,0.647,-26.123,28.503,-181.152
-0.273,-1.258,0.605,-16.968,21.790,-169.189
-0.224,-1.270,0.660,-3.418,12.939,-151.428
-0.192,-1.205,0.751,11.292,4.272,-133.423
-0.146,-1.095,0.830,20.508,1.709,-118.408
-0.101,-0.985,0.871,24.902,1.953,-107.056
-0.071,-0.905,0.846,28.870,4.883,-100.586
-0.048,-0.888,0.795,28.320,8.545,-97.168
-0.026,-0.916,0.737,23.376,10.742,-93.384
-0.026,-0.956,0.722,15.808,10.742,-86.609
-0.035,-0.977,0.745,12.024,8.972,-78.247
-0.029,-0.964,0.776,17.212,6.897,-69.031
-0.024,-0.942,0.801,26.550,5.493,-60.425
-0.007,-0.914,0.830,34.180,5.371,-52.856
0.005,-0.868,0.835,39.001,6.226,-45.776
0.012,-0.816,0.830,41.443,7.751,-39.429
0.021,-0.786,0.809,41.626,8.118,-35.339
0.021,-0.746,0.806,38.452,7.507,-31.799
0.037,-0.722,0.808,34.424,6.348,-29.175
0.056,-0.734,0.799,31.738,5.859,-27.588
0.052,-0.768,0.782,27.283,5.615,-25.269
0.047,-0.788,0.797,20.691,5.005,-20.569
0.049,-0.811,0.806,17.273,4.517,-15.808
0.046,-0.829,0.797,18.555,4.456,-10.742
0.043,-0.835,0.782,20.081,3.235,-5.066

-0.535,-1.486,0.840,-43.274,-18.799,180.725
-0.600,-1.336,0.950,-31.372,-22.339,204.102
-0.612,-1.169,0.991,-4.089,-23.071,220.825
-0.597,-0.999,0.930,20.447,-21.606,230.652
-0.584,-0.825,0.767,29.419,-18.921,236.206
-0.574,-0.689,0.564,22.156,-18.433,238.159
-0.572,-0.635,0.411,1.709,-20.142,238.525
-0.636,-0.549,0.362,-24.841,-24.536,245.605
-0.712,-0.330,0.403,-44.739,-31.433,258.057
-0.737,-0.122,0.487,-42.053,-39.063,264.343
-0.743,0.041,0.568,-23.743,-44.250,263.367
-0.760,0.206,0.630,-7.690,-48.523,263.123
-0.752,0.366,0.724,1.221,-53.772,261.902
-0.701,0.451,0.840,10.681,-58.472,253.723
-0.648,0.410,0.912,19.165,-59.082,240.906
-0.632,0.298,0.901,22.339,-54.871,227.356
-0.649,0.238,0.860,20.264,-49.805,217.773
-0.657,0.357,0.870,11.414,-48.584,216.370
-0.753,0.555,0.871,-1.038,-52.246,215.271
-0.707,0.737,0.967,-8.423,-54.138,206.848
-0.657,0.746,1.056,-7.568,-58.777,187.561
-0.624,0.663,1.108,-7.446,-60.181,168.701
-0.601,0.577,1.112,-10.681,-57.739,156.738
-0.575,0.500,1.075,-10.681,-54.077,147.522
-0.541,0.459,1.036,-11.353,-50.781,140.015
-0.556,0.421,1.009,-13.000,-48.035,133.728
-0.604,0.512,1.035,-17.334,-47.363,132.263
-0.620,0.715,1.142,-23.376,-50.659,130.920
-0.595,0.821,1.274,-18.311,-53.772,121.216
-0.580,0.845,1.407,-8.362,-54.260,106.750
-0.531,0.814,1.475,1.953,-50.354,89.600
-0.491,0.772,1.484,8.850,-42.053,74.951
-0.449,0.700,1.426,11.963,-32.654,61.035
-0.395,0.614,1.345,12.024,-24.597,48.218
-0.364,0.535,1.274,6.958,-18.494,38.147
-0.348,0.480,1.223,1.404,-14.404,29.785
-0.335,0.447,1.206,-4.150,-12.146,23.315
-0.325,0.441,1.229,-8.789,-10.925,18.127
-0.322,0.421,1.251,-9.033,-9.033,11.963
-0.320,0.417,1.275,-6.714,-6.409,5.859
-0.333,0.413,1.273,-3.296,-2.869,-0.488
-0.319,0.392,1.258,0.916,1.892,-7.507
-0.318,0.361,1.231,2.014,5.798,-14.465
-0.312,0.362,1.211,-0.183,10.071,-19.348
-0.299,0.369,1.200,-1.282,13.489,-24.414
-0.286,0.355,1.180,-0.061,17.151,-30.884
-0.279,0.337,1.145,2.686,20.752,-37.598
-0.279,0.323,1.113,5.859,23.682,-43.091
-0.280,0.313,1.084,7.690,26.062,-48.767
-0.293,0.286,1.054,9.827,28.625,-54.016
-0.305,0.265,1.018,11.047,30.762,-58.655
-0.324,0.262,0.985,11.536,31.799,-62.744
-0.334,0.259,0.955,12.207,32.715,-67.322
-0.345,0.251,0.929,13.733,33.020,-72.083
-0.366,0.259,0.900,13.062,33.142,-75.867
-0.384,0.280,0.893,10.376,32.837,-79.041
-0.388,0.307,0.900,8.240,31.738,-83.008
-0.405,0.325,0.910,6.714,30.823,-87.585
-0.418,0.353,0.924,5.798,30.579,-92.590
-0.425,0.372,0.950,7.019,30.823,-98.816
-0.449,0.390,0.958,10.315,31.494,-105.103
-0.476,0.408,0.952,15.198,32.227,-111.389
-0.495,0.436,0.938,18.372,32.410,-118.164
-0.516,0.455,0.939,16.602,31.311,-124.756
-0.525,0.471,0.975,11.108,29.358,-131.104
-0.542,0.468,1.021,6.714,28.076,-138.245
-0.559,0.483,1.071,3.784,28.320,-145.508
-0.570,0.499,1.093,4.089,30.762,-153.809
-0.591,0.502,1.076,5.798,34.973,-163.574
-0.593,0.485,1.037,7.874,39.246,-174.072
-0.583,0.475,0.997,8.362,42.542,-184.265
-0.559,0.461,0.943,6.409,45.410,-193.848
-0.572,0.428,0.870,2.075,47.424,-202.209
-0.605,0.360,0.813,-0.122,46.875,-210.754
-0.655,0.239,0.785,-0.671,43.335,-219.910
-0.649,0.120,0.817,-2.380,37.842,-227.783
-0.649,-0.011,0.863,-6.836,32.837,-233.093
-0.623,-0.144,0.923,-10.986,30.396,-236.572
-0.593,-0.299,0.951,-11.108,31.250,-239.197
-0.595,-0.453,0.897,-6.714,34.973,-239.868
-0.615,-0.592,0.803,-1.343,38.635,-237.305
-0.652,-0.747,0.743,2.747,37.842,-232.666
-0.697,-0.927,0.738,6.287,33.081,-227.051
-0.721,-1.095,0.767,7.751,26.062,-220.154
-0.638,-1.200,0.846,6.042,18.738,-211.304
-0.581,-1.313,0.888,3.723,13.062,-201.965
-0.490,-1.415,0.917,0.427,11.536,-192.688
-0.432,-1.467,0.916,-6.226,11.902,-178.711
-0.372,-1.489,0.923,-10.071,13.245,-163.269
-0.329,-1.476,0.931,-10.132,14.038,-147.095
-0.307,-1.426,0.958,-6.470,14.465,-130.859
-0.279,-1.335,0.984,0.977,13.855,-116.821
-0.213,-1.275,0.997,11.353,14.099,-106.140
-0.150,-1.224,0.980,17.151,15.625,-95.703
-0.109,-1.157,0.933,17.883,17.395,-84.167
-0.067,-1.088,0.895,16.724,18.066,-73.486
-0.020,-1.016,0.875,16.052,17.700,-64.453
0.010,-0.957,0.865,15.259,17.578,-56.152
0.031,-0.886,0.860,13.306,18.372,-48.462
0.042,-0.839,0.857,13.245,19.470,-42.175
0.057,-0.809,0.853,14.709,20.508,-37.415
0.065,-0.778,0.851,15.076,21.057,-32.837
0.070,-0.778,0.833,16.296,21.545,-29.419
0.077,-0.771,0.802,16.846,21.362,-25.574
0.083,-0.750,0.774,15.320,19.897,-20.752
0.084,-0.738,0.762,12.939,18.005,-15.686
0.093,-0.706,0.761,10.925,15.503,-10.620
0.104,-0.653,0.776,9.094,12.817,-5.615
0.104,-0.621,0.790,8.728,10.925,-2.075
0.102,-0.603,0.812,9.155,9.399,0.427
0.102,-0.582,0.841,9.644,7.996,3.174
0.099,-0.567,0.854,11.963,7.263,5.005
0.091,-0.580,0.846,14.954,7.202,6.287
0.089,-0.596,0.833,15.930,6.592,7.263
0.086,-0.627,0.805,17.273,5.798,7.751
0.088,-0.675,0.773,17.700,4.944,8.240
0.084,-0.738,0.741,15.869,3.418,9.583
0.079,-0.802,0.716,12.634,1.221,12.512
0.083,-0.870,0.698,7.629,-1.831,17.212

-0.357,-1.255,0.943,-6.653,-21.545,148.987
-0.367,-1.229,0.951,-5.554,-17.700,162.231
-0.398,-1.207,0.929,-3.967,-13.550,175.171
-0.450,-1.216,0.867,1.831,-9.155,186.462
-0.514,-1.187,0.810,6.775,-7.874,200.562
-0.554,-1.118,0.788,7.935,-10.132,217.590
-0.594,-1.049,0.750,12.512,-14.221,233.887
-0.619,-0.987,0.712,21.790,-20.020,247.070
-0.664,-0.953,0.669,33.630,-27.283,257.629
-0.695,-0.926,0.639,45.105,-35.095,267.639
-0.735,-0.897,0.625,56.763,-42.664,275.696
-0.803,-0.899,0.589,71.350,-49.927,281.982
-0.891,-0.844,0.581,79.285,-57.617,290.344
-0.979,-0.713,0.653,75.989,-65.369,302.551
-1.070,-0.441,0.803,63.538,-74.402,320.007
-1.100,-0.138,0.993,57.373,-83.740,331.055
-1.071,0.147,1.188,62.439,-89.539,328.613
-1.008,0.365,1.312,71.960,-88.562,313.416
-0.898,0.424,1.251,93.140,-80.872,287.903
-0.759,0.410,1.098,108.948,-72.449,260.925
-0.803,0.371,0.877,104.675,-66.162,241.028
-0.926,0.494,0.798,79.590,-69.275,233.154
-1.057,0.697,0.915,43.335,-83.618,232.483
-1.125,0.708,1.131,22.949,-100.281,223.877
-1.073,0.649,1.418,19.104,-112.549,211.914
-0.962,0.656,1.760,27.100,-116.272,200.562
-0.741,0.678,1.973,50.415,-106.262,186.890
-0.564,0.731,1.958,73.425,-84.839,171.082
-0.441,0.762,1.726,91.187,-60.547,152.344
-0.379,0.753,1.397,98.999,-37.903,128.662
-0.344,0.783,1.135,83.862,-24.536,106.445
-0.356,0.823,0.959,49.988,-21.790,86.060
-0.370,0.781,0.857,12.085,-23.926,63.904
-0.387,0.692,0.854,-23.621,-28.259,42.175
-0.412,0.526,0.916,-50.598,-32.532,23.926
-0.396,0.385,1.028,-70.496,-36.621,10.620
-0.359,0.245,1.141,-78.796,-38.025,0.854
-0.322,0.106,1.209,-75.073,-34.973,-8.118
-0.279,-0.026,1.235,-64.880,-27.161,-15.747
-0.275,-0.145,1.212,-54.260,-19.287,-20.264
-0.301,-0.213,1.168,-48.340,-11.597,-22.766
-0.314,-0.286,1.106,-44.373,-6.165,-26.306
-0.321,-0.341,1.065,-45.288,-4.883,-29.236
-0.312,-0.354,1.072,-54.504,-5.554,-29.175
-0.287,-0.342,1.109,-65.918,-6.409,-26.978
-0.252,-0.320,1.155,-72.021,-5.981,-24.170
