aX,aY,aZ,gX,gY,gZ
0.334,0.016,-0.016,-24.231,-261.047,-48.645
0.387,0.016,0.049,-18.311,-276.306,-51.941
0.124,-0.069,-0.004,-13.428,-302.673,-57.251
0.089,-0.002,0.129,-18.555,-315.735,-46.570
0.156,-0.126,0.482,-28.564,-333.313,-47.119
0.216,-0.319,0.889,-37.781,-358.154,-59.204
0.143,-0.390,1.129,-37.781,-348.694,-26.062
0.370,-0.284,1.534,-48.767,-296.265,-11.108
0.433,-0.285,1.519,-25.757,-280.334,4.333
0.465,-0.188,1.408,-2.319,-247.131,3.357
0.442,-0.122,1.238,20.264,-219.238,-5.493
0.356,-0.097,1.018,41.443,-210.999,-14.587
0.299,-0.093,0.866,48.218,-209.045,-22.888
0.225,-0.083,0.829,39.001,-212.219,-28.015
0.191,-0.138,0.896,16.724,-214.050,-26.367
0.241,-0.192,1.111,-15.198,-209.351,-15.320
0.327,-0.159,1.339,-45.288,-193.787,-0.244
0.368,-0.158,1.484,-52.673,-172.058,8.972
0.362,-0.159,1.515,-38.940,-151.001,9.155
0.320,-0.173,1.417,-15.381,-133.789,1.709
0.254,-0.188,1.246,5.310,-123.169,-6.531
0.193,-0.164,1.064,15.259,-118.835,-9.827
0.159,-0.159,0.933,12.207,-120.972,-7.019
0.135,-0.114,0.894,2.014,-128.662,0.366
0.137,-0.065,0.916,-8.057,-139.160,6.897
0.151,-0.038,1.007,-14.709,-149.414,9.521
0.123,-0.057,1.114,-19.836,-156.799,12.329
0.203,-0.003,1.285,-26.733,-155.884,14.099
0.247,-0.008,1.360,-28.625,-147.888,16.724
0.244,0.038,1.385,-29.175,-130.432,16.663
0.237,0.072,1.334,-27.588,-113.770,17.456
0.227,0.073,1.219,-26.733,-99.731,19.653
0.202,0.075,1.125,-30.884,-89.783,18.860
0.167,0.108,1.086,-35.706,-83.008,18.188
0.158,0.148,1.046,-36.804,-82.031,18.311
0.115,0.192,1.019,-33.508,-84.412,15.137
0.083,0.196,0.994,-31.555,-89.783,13.794
0.089,0.212,1.023,-33.447,-96.558,12.024
0.063,0.131,1.017,-37.292,-101.196,8.362
0.117,0.202,1.156,-48.462,-95.093,0.122
0.161,0.170,1.245,-51.758,-89.355,4.395
0.190,0.064,1.292,-48.706,-80.688,12.756
-0.291,-0.362,2.567,-164.551,-105.591,37.659
1.229,3.088,4.000,-586.487,-39.734,104.309
0.282,0.372,1.265,-222.412,102.539,-4.333
-0.459,0.440,0.874,-6.348,69.946,-69.641
0.012,0.540,0.735,-32.471,55.542,-45.715
-0.002,0.302,0.946,-8.057,15.015,-19.897
0.099,0.355,0.965,-4.150,0.916,-7.385
0.140,0.386,0.981,-0.854,-5.493,-4.456
0.197,0.277,0.963,23.621,-14.587,-2.197
0.190,0.235,1.020,51.208,-23.804,1.709
0.150,0.196,1.109,72.876,-22.888,5.859
0.160,0.221,1.139,98.999,-13.000,7.263
0.183,0.278,1.176,119.873,-2.747,8.301
0.249,0.378,1.233,125.488,9.644,9.155
0.318,0.357,1.473,110.413,24.475,11.841
0.298,0.482,1.602,59.387,27.222,17.395
0.330,0.573,1.815,14.038,36.804,14.832
0.292,0.512,1.995,-6.897,57.739,3.113
0.193,0.495,2.173,-19.226,84.778,-15.198
0.133,0.454,2.321,-19.775,106.689,-31.006
0.078,0.325,2.408,-7.935,117.859,-31.433
0.046,0.306,2.479,5.737,130.676,-35.217
0.084,0.274,2.464,28.809,147.644,-38.635
0.117,0.236,2.466,59.570,165.527,-43.274
0.105,0.191,2.430,85.693,186.462,-48.401
0.109,0.161,2.411,98.022,212.158,-49.377
0.138,0.146,2.336,101.318,242.432,-47.241
0.089,0.118,2.182,104.675,275.085,-43.762
0.018,0.046,1.982,104.553,307.129,-39.368
-0.036,0.010,1.771,98.389,335.022,-34.729
-0.071,-0.040,1.566,91.553,355.103,-28.564
-0.098,-0.096,1.434,84.412,370.850,-20.447
-0.084,-0.070,1.251,73.486,386.230,-12.085
-0.201,-0.027,1.071,65.857,397.400,-1.892
-0.175,0.055,0.950,59.204,409.912,10.681
-0.175,-0.025,0.690,57.373,411.316,29.602
-0.188,-0.027,0.503,56.030,410.522,47.363
-0.251,-0.081,0.318,49.988,410.889,57.678
-0.320,-0.101,0.159,41.870,404.358,63.721
-0.344,-0.175,0.023,29.907,393.311,67.017
-0.354,-0.206,-0.135,17.517,379.944,66.406
-0.300,-0.191,-0.180,4.944,371.216,65.857
-0.268,-0.177,-0.254,-0.549,355.225,65.247
-0.238,-0.146,-0.288,-0.732,340.393,63.171
-0.171,-0.073,-0.300,-0.427,325.867,61.157
-0.082,0.011,-0.344,1.892,308.105,54.871
-0.085,0.079,-0.394,6.714,289.368,45.105
-0.082,0.060,-0.507,14.038,271.179,36.621
-0.074,0.059,-0.603,19.043,251.770,28.198
-0.047,0.050,-0.729,25.085,225.830,18.188
0.004,0.060,-0.840,31.250,195.068,7.202
0.059,0.065,-0.959,39.429,166.626,-2.014
0.116,0.082,-1.067,48.523,140.625,-6.042
0.161,0.125,-1.165,55.847,113.037,-5.432
0.213,0.190,-1.224,58.960,85.876,-3.174
0.261,0.273,-1.275,54.810,58.044,-0.916

1.451,2.745,4.000,-351.929,-11.719,43.152
0.437,0.401,0.912,-175.049,114.929,-14.221
-0.245,0.220,0.787,20.203,33.630,-39.612
-0.303,0.473,0.646,-7.996,43.640,-36.011
-0.007,0.231,1.036,-21.606,30.579,-6.042
0.068,0.307,1.039,-9.033,15.137,6.409
0.087,0.369,0.958,2.686,7.019,0.061
0.113,0.351,0.975,11.780,-1.648,-1.404
0.127,0.315,1.001,24.780,-7.080,2.808
0.158,0.370,1.068,43.640,-9.827,5.371
0.219,0.379,1.058,75.623,-10.315,0.122
0.172,0.368,1.073,107.178,-9.277,-8.362
0.190,0.356,1.124,123.779,-5.798,-10.132
0.225,0.320,1.274,119.202,3.418,-11.230
0.178,0.269,1.483,98.389,9.399,-13.245
0.195,0.268,1.654,65.369,13.672,-11.963
0.224,0.300,1.808,50.415,28.503,-13.428
0.207,0.290,1.894,56.458,45.044,-17.334
0.176,0.299,1.936,65.552,61.829,-21.545
0.163,0.294,1.922,65.918,78.430,-25.024
0.125,0.287,1.887,58.105,92.896,-27.039
0.102,0.237,1.870,48.767,107.300,-29.053
0.064,0.219,1.871,43.335,119.568,-32.410
0.001,0.114,1.850,45.532,129.028,-34.973
0.009,0.019,1.873,49.744,137.207,-32.532
0.020,0.023,1.890,53.772,147.705,-26.062
0.018,0.031,1.847,58.655,161.682,-18.616
0.050,0.037,1.806,62.622,178.284,-13.489
0.054,0.040,1.741,62.866,193.237,-13.794
0.038,0.014,1.624,61.218,205.627,-17.700
-0.012,-0.021,1.500,58.228,216.248,-22.217
-0.029,-0.019,1.375,51.514,225.159,-24.597
-0.064,-0.077,1.274,48.828,229.431,-27.893
-0.084,-0.100,1.240,46.265,231.689,-25.330
-0.052,-0.096,1.218,42.114,234.619,-21.423
-0.026,-0.150,1.167,40.833,239.014,-14.038
0.039,-0.137,1.178,36.011,247.009,-7.812
0.024,-0.114,1.078,32.410,256.470,-2.502
0.001,-0.134,0.993,31.372,265.991,-0.671
-0.001,-0.172,0.848,25.940,273.560,1.160
-0.009,-0.166,0.715,16.846,281.433,3.418
-0.028,-0.217,0.607,11.902,280.334,3.662
0.015,-0.271,0.530,12.451,278.320,5.249
0.039,-0.303,0.472,13.733,277.466,7.935
0.066,-0.333,0.425,16.602,275.757,12.878
0.082,-0.335,0.373,20.752,275.208,19.592
0.107,-0.331,0.332,24.658,277.710,27.161
0.104,-0.274,0.286,27.466,282.471,35.339
0.062,-0.214,0.187,27.832,284.485,45.837
0.025,-0.206,0.079,25.757,282.837,57.190
0.068,-0.202,0.034,15.747,276.245,66.528
0.103,-0.168,-0.077,8.179,268.982,72.510
0.088,-0.161,-0.166,6.042,259.399,73.303
0.153,-0.158,-0.239,3.357,245.422,70.801
0.214,-0.126,-0.303,3.052,230.225,67.566
0.250,-0.078,-0.375,11.230,216.919,65.063
0.273,-0.005,-0.458,23.499,203.552,62.561
0.292,0.075,-0.609,33.936,188.538,59.326
0.340,0.115,-0.783,40.588,170.044,54.138
0.362,0.159,-0.932,47.668,148.682,48.889
0.394,0.217,-1.076,54.382,125.244,46.692
0.483,0.319,-1.183,57.190,101.379,45.593
0.554,0.438,-1.272,56.396,78.125,43.823
0.606,0.537,-1.334,52.551,55.908,41.504
0.650,0.618,-1.369,45.715,34.058,37.048
0.701,0.690,-1.380,38.879,12.085,30.762
0.748,0.754,-1.377,32.410,-8.850,22.766
0.803,0.792,-1.365,25.818,-29.114,12.695
0.811,0.789,-1.335,18.860,-48.706,1.465
0.782,0.745,-1.288,12.329,-68.481,-9.033
0.777,0.683,-1.212,5.005,-89.722,-19.165
0.760,0.610,-1.108,-2.380,-111.511,-27.954
0.766,0.548,-0.985,-8.484,-131.653,-35.767
0.696,0.458,-0.883,-12.878,-150.330,-42.908
0.751,0.370,-0.764,-17.700,-163.269,-45.837
0.699,0.340,-0.634,-22.034,-176.392,-50.049
0.644,0.260,-0.531,-23.499,-185.730,-52.246
0.613,0.189,-0.412,-29.907,-190.125,-49.866
0.565,0.113,-0.308,-39.307,-194.275,-48.157
0.535,0.036,-0.180,-48.096,-197.449,-45.105
0.559,-0.008,-0.051,-53.406,-200.562,-42.358
0.496,-0.069,0.043,-50.293,-205.322,-41.016
0.545,-0.088,0.157,-43.457,-204.590,-37.048
0.533,-0.075,0.232,-34.119,-206.116,-35.461
0.503,-0.093,0.277,-21.240,-208.801,-37.170
0.422,-0.074,0.278,-13.550,-209.961,-37.354
0.468,-0.041,0.381,-11.230,-213.074,-36.926
0.453,-0.070,0.407,-8.423,-225.098,-38.025
0.352,-0.125,0.413,-14.038,-224.304,-31.494
0.291,-0.104,0.568,-21.973,-248.230,-62.256
-0.029,-0.300,0.523,-11.963,-277.832,-45.593
0.240,-0.305,0.986,-24.170,-250.793,-36.011
0.300,-0.386,1.180,-30.701,-253.296,-18.982
0.310,-0.355,1.326,-21.729,-244.080,-1.953
0.420,-0.248,1.389,-16.663,-212.341,7.080
0.439,-0.156,1.307,-8.667,-189.758,10.132
0.401,-0.096,1.195,1.221,-174.438,4.089
0.333,-0.091,1.082,7.874,-164.124,-3.662
0.265,-0.093,0.967,8.606,-159.912,-8.179
0.204,-0.101,0.874,5.798,-161.804,-11.292
0.125,-0.112,0.818,1.282,-170.349,-14.954
0.085,-0.141,0.805,-2.014,-182.495,-17.395
0.051,-0.214,0.863,-5.615,-195.923,-17.517
0.071,-0.261,1.026,-15.808,-204.956,-12.573
0.145,-0.285,1.241,-28.442,-202.209,-0.244
0.228,-0.234,1.410,-36.560,-186.401,17.517
0.315,-0.156,1.458,-37.598,-163.635,33.997
0.342,-0.070,1.415,-28.503,-140.991,40.649
0.337,0.011,1.314,-14.832,-121.887,37.903
0.302,0.091,1.180,-5.310,-107.788,30.579
0.219,0.124,1.050,-2.014,-99.121,20.691
0.119,0.108,0.965,-6.042,-96.130,13.062
0.057,0.033,0.890,-16.846,-98.267,11.963
0.013,0.020,0.933,-35.095,-102.539,13.550
0.045,0.007,1.044,-52.002,-109.497,16.602
0.071,-0.045,1.154,-58.411,-114.624,21.118
0.138,-0.012,1.293,-59.021,-112.915,26.794
0.199,0.018,1.341,-52.551,-106.750,34.363
0.233,0.071,1.326,-44.373,-93.689,37.842

1.388,2.694,4.000,-359.802,-107.849,98.450
0.607,0.632,1.084,-148.315,91.248,15.869
-0.317,0.500,0.955,-13.489,79.895,-50.232
0.079,0.575,0.645,-38.818,74.646,-46.265
0.073,0.243,0.882,-22.095,35.950,-19.043
0.147,0.254,0.975,-6.165,6.897,-3.967
0.172,0.329,0.938,-6.042,4.456,0.671
0.162,0.320,0.880,-3.723,-2.014,-0.916
0.215,0.310,0.888,6.104,-13.489,1.221
0.206,0.296,0.893,22.522,-24.597,2.380
0.230,0.324,0.946,32.837,-28.320,2.136
0.300,0.412,1.003,34.302,-22.461,2.563
0.362,0.500,1.095,40.588,-10.437,2.869
0.336,0.525,1.169,53.284,2.930,0.610
0.315,0.444,1.355,64.209,17.029,-7.385
0.302,0.397,1.620,55.359,26.367,-12.085
0.292,0.475,1.737,25.757,28.687,-12.268
0.251,0.506,1.868,23.560,42.847,-19.287
0.205,0.493,1.943,35.339,59.204,-29.236
0.169,0.480,2.014,44.250,72.266,-40.955
0.163,0.447,2.068,52.551,84.473,-52.979
0.151,0.364,2.114,62.561,97.839,-61.279
0.151,0.296,2.115,67.200,114.258,-64.209
0.139,0.251,2.081,66.711,131.836,-61.401
0.114,0.209,2.038,66.101,149.597,-56.396
0.101,0.161,2.010,65.063,165.771,-53.040
0.122,0.135,1.991,63.354,183.167,-51.025
0.151,0.127,1.947,63.965,202.332,-47.363
0.153,0.161,1.852,68.420,223.389,-44.373
0.047,0.239,1.716,76.660,241.272,-44.556
-0.023,0.212,1.494,84.412,252.625,-47.424
-0.093,0.183,1.306,80.200,257.812,-47.546
-0.049,0.062,1.184,66.956,259.338,-41.809
-0.017,0.000,1.145,52.612,260.437,-35.095
0.060,-0.035,1.120,39.307,265.503,-23.437
0.102,0.006,1.092,30.701,274.475,-16.357
0.094,-0.001,0.990,29.846,283.752,-13.000
0.124,0.007,0.884,30.029,292.786,-15.503
0.089,-0.004,0.760,31.250,298.889,-19.165
0.078,-0.046,0.650,33.569,304.382,-22.888
0.088,-0.117,0.548,33.264,309.326,-23.865
-0.024,-0.024,0.514,31.250,312.683,-24.170
-0.039,-0.161,0.354,34.119,310.608,-20.264
-0.038,-0.207,0.246,29.663,307.068,-14.709
-0.058,-0.246,0.158,21.362,299.988,-7.935
0.001,-0.294,0.047,14.893,288.330,1.831
0.065,-0.297,-0.008,7.996,276.306,11.902
0.114,-0.296,-0.071,5.554,265.747,21.545
0.137,-0.305,-0.100,6.104,256.531,31.555
0.183,-0.311,-0.118,7.202,248.291,41.443
0.208,-0.276,-0.160,7.996,242.310,48.828
0.216,-0.250,-0.193,12.451,237.305,53.284
0.218,-0.168,-0.270,19.043,234.619,54.626
0.198,-0.131,-0.396,28.748,230.530,53.162
0.169,-0.117,-0.523,40.955,221.985,48.279
0.159,-0.085,-0.740,51.758,208.130,46.265
0.169,-0.063,-0.941,55.847,186.646,47.363
0.245,-0.033,-1.030,55.237,161.743,48.340
0.313,0.073,-1.108,57.068,136.902,52.246
0.378,0.218,-1.183,66.040,113.281,55.786
0.456,0.359,-1.248,73.303,91.614,53.955
0.531,0.489,-1.308,68.787,72.083,48.889
0.570,0.538,-1.347,58.228,53.406,41.565
0.580,0.567,-1.373,46.936,35.339,34.424
0.572,0.603,-1.396,36.560,17.334,28.137
0.590,0.627,-1.401,26.245,-3.540,22.827
0.622,0.673,-1.386,15.015,-27.649,16.663
0.664,0.692,-1.331,3.235,-54.749,8.179
0.679,0.654,-1.229,-9.949,-83.191,-2.136
0.674,0.548,-1.104,-20.752,-109.619,-12.085
0.678,0.449,-0.962,-27.344,-133.362,-19.775
0.686,0.374,-0.829,-28.931,-153.748,-25.879
0.698,0.309,-0.701,-27.771,-170.166,-31.189
0.633,0.243,-0.579,-27.161,-183.105,-35.156
0.661,0.171,-0.443,-28.870,-188.782,-36.499
0.626,0.107,-0.345,-30.090,-194.946,-37.292
0.588,0.037,-0.272,-28.809,-198.975,-36.133
0.588,0.017,-0.220,-31.128,-199.829,-32.471
0.541,-0.001,-0.192,-32.837,-205.017,-28.625
0.525,-0.016,-0.173,-33.752,-212.585,-25.818
0.481,-0.015,-0.132,-35.095,-225.403,-24.902
0.415,-0.062,-0.093,-32.288,-244.934,-26.428
0.312,-0.118,-0.035,-29.236,-267.700,-26.550
0.389,-0.126,0.262,-29.541,-287.537,-27.100
0.401,-0.308,0.380,-28.748,-306.885,-21.118
0.333,-0.178,0.766,-22.827,-308.411,-26.794
0.408,-0.300,0.901,-4.761,-308.533,-8.118
0.488,-0.152,1.046,-7.385,-265.198,0.671
0.498,-0.106,1.044,-6.042,-241.089,12.024
0.436,-0.088,0.995,-0.366,-224.854,13.916
0.415,-0.055,0.940,0.916,-210.510,8.545
0.359,-0.041,0.838,3.235,-203.491,5.249
0.311,-0.071,0.722,6.592,-208.923,5.981
0.265,-0.094,0.714,4.517,-218.262,6.775
0.285,-0.138,0.803,1.221,-229.919,10.010
0.288,-0.118,0.991,1.160,-238.708,16.846
0.329,-0.075,1.153,1.709,-236.145,23.804
0.366,-0.031,1.276,0.549,-222.107,28.809
0.352,0.046,1.354,0.061,-203.918,33.081
0.374,0.106,1.328,0.916,-184.875,33.020
0.372,0.132,1.259,-0.732,-168.274,25.940
0.314,0.111,1.150,-3.601,-157.043,16.296
0.228,0.084,1.056,-8.484,-152.771,10.254
0.191,0.043,0.981,-10.498,-154.297,6.348
0.193,0.012,0.954,-10.559,-156.738,3.174
0.173,0.037,0.951,-12.512,-159.729,6.287
0.182,0.114,1.048,-14.282,-160.950,9.155
0.215,0.073,1.134,-11.047,-162.537,13.184
0.245,0.120,1.277,-12.146,-153.503,17.517
0.247,0.145,1.362,-11.047,-139.771,19.043
0.266,0.179,1.377,-11.475,-124.573,16.296
0.263,0.177,1.301,-10.864,-112.122,12.085
0.223,0.181,1.196,-9.216,-97.656,8.423
0.208,0.180,1.099,-12.573,-86.121,6.470
0.177,0.178,1.036,-18.188,-78.613,5.127
0.155,0.173,1.000,-25.513,-73.547,6.836
0.107,0.167,1.007,-32.898,-70.313,8.789
0.064,0.154,1.059,-35.645,-70.313,10.620
0.047,0.125,1.123,-35.461,-71.960,12.817

1.460,0.671,2.991,-409.851,1.282,90.088
-0.025,0.512,1.101,-29.907,103.027,0.366
-0.137,0.661,0.705,-8.667,58.350,-33.081
0.189,0.557,0.790,-13.000,32.776,-20.752
0.048,0.352,0.909,-3.296,7.568,-11.902
0.155,0.328,0.917,-6.348,-1.953,-8.423
0.191,0.382,0.878,-5.249,-9.827,-7.019
0.180,0.367,0.893,2.136,-15.320,-2.319
0.205,0.354,0.917,9.949,-18.677,0.854
0.208,0.318,0.962,22.949,-22.644,1.648
0.274,0.300,1.076,37.231,-23.987,-1.404
0.251,0.393,1.255,55.237,-17.517,-0.366
0.317,0.363,1.360,92.163,-3.906,-3.784
0.347,0.265,1.577,123.230,11.292,-6.287
0.266,0.340,1.722,117.065,17.090,-4.211
0.254,0.449,1.771,88.867,27.100,-3.601
0.251,0.507,1.816,77.942,45.898,-10.864
0.190,0.478,1.841,75.195,62.134,-21.790
0.168,0.415,1.907,64.331,75.195,-31.433
0.183,0.335,1.993,48.157,87.769,-36.621
0.181,0.245,2.093,40.100,102.539,-39.917
0.155,0.190,2.157,40.771,118.896,-43.640
0.153,0.155,2.166,45.593,137.695,-47.729
0.148,0.126,2.137,55.847,157.349,-51.270
0.141,0.100,2.070,67.200,177.612,-54.260
0.105,0.104,1.995,75.073,198.364,-56.458
0.046,0.124,1.886,78.430,217.468,-55.725
0.009,0.134,1.752,74.707,236.023,-49.255
0.002,0.069,1.649,64.880,250.549,-40.100
0.041,0.044,1.552,52.368,263.550,-31.860
0.008,0.062,1.456,40.039,276.245,-24.719
0.063,0.016,1.321,32.593,287.781,-19.409
0.002,0.009,1.177,30.334,291.260,-18.433
0.033,-0.030,1.045,27.710,295.166,-17.395
0.016,-0.045,0.927,21.179,294.495,-14.038
0.020,-0.065,0.815,16.541,294.373,-10.254
0.049,-0.085,0.748,15.503,290.833,-10.193
0.068,-0.130,0.655,15.320,289.429,-7.935
0.100,-0.095,0.574,13.245,290.894,-5.310
0.015,-0.061,0.460,15.442,288.635,-6.165
0.028,-0.116,0.372,17.822,284.546,-7.263
0.063,-0.102,0.266,11.292,279.358,-6.775
0.061,-0.112,0.156,5.249,272.766,-6.775
0.075,-0.200,0.110,2.869,263.794,-4.578
0.121,-0.215,0.071,-4.395,255.432,1.648
0.132,-0.209,-0.004,-9.399,246.643,7.507
0.157,-0.261,-0.005,-8.606,234.009,12.695
0.217,-0.276,-0.011,-8.179,222.229,17.883
0.212,-0.238,-0.042,-5.005,214.355,22.827
0.230,-0.243,-0.051,2.686,205.811,28.564
0.232,-0.181,-0.105,6.592,197.327,32.715
0.231,-0.149,-0.168,6.775,188.416,36.499
0.281,-0.141,-0.238,2.747,177.368,38.452
0.320,-0.155,-0.269,-2.014,166.260,36.438
0.362,-0.163,-0.317,-0.305,155.701,33.203
0.382,-0.156,-0.403,8.850,146.118,30.518
0.400,-0.120,-0.540,22.461,135.376,29.602
0.442,-0.073,-0.640,41.260,121.765,29.724
0.483,0.010,-0.754,55.725,107.971,28.870
0.530,0.127,-0.873,63.293,95.703,28.748
0.577,0.229,-0.990,66.284,84.290,29.968
0.614,0.344,-1.125,64.819,72.754,29.724
0.653,0.439,-1.248,57.739,59.998,28.625
0.677,0.516,-1.354,46.448,44.067,27.710
0.701,0.569,-1.447,32.227,23.499,25.940
0.719,0.606,-1.480,18.433,-0.916,22.095
0.750,0.615,-1.461,8.362,-28.198,15.991
0.747,0.628,-1.407,0.610,-55.237,9.888
0.741,0.580,-1.330,-4.333,-81.970,1.709
0.740,0.523,-1.220,-8.606,-107.727,-6.897
0.726,0.452,-1.095,-12.024,-130.127,-14.587
0.711,0.366,-0.973,-15.747,-147.888,-20.996
0.607,0.262,-0.875,-20.142,-162.415,-25.940
0.644,0.169,-0.779,-28.870,-170.654,-25.269
0.578,0.102,-0.681,-35.767,-180.481,-25.024
0.484,0.004,-0.576,-37.781,-190.857,-23.315
0.478,-0.051,-0.482,-40.955,-198.730,-17.212
0.409,-0.076,-0.395,-41.382,-208.679,-12.329
0.400,-0.137,-0.309,-38.818,-220.215,-6.958
0.381,-0.150,-0.176,-36.743,-232.605,-0.244
0.366,-0.147,-0.039,-32.043,-244.812,5.188
0.372,-0.129,0.063,-25.696,-252.991,12.085
0.411,-0.052,0.171,-21.240,-254.517,18.005
0.380,-0.022,0.252,-15.625,-258.484,17.822
0.298,-0.027,0.322,-11.047,-258.179,15.015
0.615,-0.001,0.539,-7.324,-253.967,13.062
0.209,-0.207,0.472,1.160,-265.564,10.498
0.263,-0.137,0.724,10.498,-266.968,-9.033
0.236,-0.057,0.672,22.888,-273.010,12.024
0.266,-0.032,0.639,30.518,-261.292,15.198
0.272,0.078,0.661,35.400,-266.663,16.479
0.182,0.130,0.666,41.443,-282.227,16.174
0.139,0.099,0.778,33.447,-279.236,8.057
0.117,0.060,0.932,13.672,-278.198,11.230
0.097,0.007,1.042,-3.113,-275.513,18.005
0.060,-0.024,1.187,-13.916,-266.602,18.982
0.052,-0.092,1.337,-15.076,-259.216,18.921
0.054,-0.073,1.410,-10.620,-249.207,20.020
0.085,-0.063,1.443,-2.869,-235.718,15.930
0.085,-0.026,1.466,6.104,-222.717,11.841
0.077,0.043,1.450,12.878,-209.351,12.146
0.076,0.091,1.409,14.893,-196.655,10.071
0.031,0.108,1.358,11.963,-184.692,4.211
-0.002,0.125,1.329,0.183,-171.753,0.244
-0.013,0.131,1.321,-15.930,-161.316,1.465
0.020,0.071,1.302,-30.334,-151.245,4.456
0.014,0.035,1.317,-42.358,-140.991,4.761
-0.006,-0.020,1.372,-48.462,-132.507,7.141
0.007,-0.024,1.468,-52.246,-119.934,12.085
0.038,0.008,1.518,-50.537,-105.408,20.935
0.083,0.089,1.514,-45.227,-86.487,30.884
0.078,0.177,1.457,-40.527,-67.261,36.255
0.038,0.282,1.397,-35.461,-52.612,35.156
0.013,0.301,1.278,-30.151,-47.241,31.433
0.010,0.340,1.191,-30.579,-42.358,26.978
0.024,0.317,1.109,-36.499,-40.588,22.705
0.028,0.248,1.043,-42.847,-40.771,16.174
0.063,0.313,1.023,-49.866,-39.734,3.357
0.048,0.243,0.993,-41.260,-42.786,7.812

0.938,2.043,4.000,-295.776,-73.914,57.434
0.994,0.630,0.782,-135.193,150.146,28.137
-0.350,0.571,0.990,-28.381,86.670,-24.414
-0.127,0.719,0.787,-35.156,45.471,-26.367
0.051,0.458,0.826,-20.996,35.889,-8.667
0.067,0.375,0.893,-3.235,11.780,-4.944
0.100,0.360,0.903,-5.737,-3.296,-5.676
0.205,0.412,0.855,-7.141,-12.451,-6.165
0.196,0.382,0.889,0.305,-15.442,1.648
0.219,0.339,0.952,4.517,-16.724,5.188
0.201,0.330,1.044,3.113,-16.479,8.118
0.157,0.321,1.173,0.000,-13.794,10.376
0.214,0.350,1.471,-3.052,0.427,13.367
0.330,0.372,1.733,-1.831,17.273,19.470
0.351,0.464,1.818,5.493,23.376,17.273
0.355,0.568,1.867,31.921,35.339,-0.244
0.331,0.678,1.851,61.584,54.138,-20.935
0.222,0.715,1.780,85.327,68.726,-41.260
0.187,0.664,1.751,94.299,82.886,-56.763
0.144,0.538,1.762,87.341,93.750,-65.918
0.129,0.436,1.825,70.679,106.262,-67.444
0.173,0.375,1.885,54.871,118.896,-64.514
0.210,0.335,1.920,49.500,132.141,-61.951
0.203,0.305,1.909,55.664,147.766,-63.293
0.176,0.287,1.863,62.134,164.429,-65.308
0.144,0.308,1.806,64.209,182.251,-65.491
0.062,0.345,1.723,64.270,200.439,-64.148
0.051,0.251,1.632,61.340,216.248,-58.044
0.116,0.200,1.533,55.420,230.103,-49.316
0.086,0.201,1.449,47.241,242.187,-43.030
0.097,0.144,1.395,44.739,251.282,-30.579
0.143,0.055,1.282,47.729,258.545,-18.250
0.097,-0.009,1.155,49.255,265.869,-21.240
0.111,-0.027,1.101,45.654,274.902,-29.663
0.095,-0.047,1.017,37.231,283.386,-27.344
0.086,-0.041,0.961,27.588,290.649,-26.123
0.141,-0.035,0.905,20.874,297.607,-26.611
0.076,-0.024,0.810,16.296,303.589,-27.893
0.041,-0.009,0.742,13.123,310.242,-28.320
0.016,-0.021,0.589,12.390,313.354,-29.053
-0.014,-0.113,0.425,14.343,309.814,-30.029
-0.021,-0.254,0.314,11.780,299.072,-26.672
0.035,-0.322,0.250,-0.488,289.673,-17.578
0.101,-0.321,0.228,-17.334,280.090,-6.470
0.160,-0.293,0.200,-24.109,274.475,5.798
0.185,-0.253,0.184,-20.752,272.034,17.151
0.247,-0.180,0.161,-19.165,269.714,24.170
0.271,-0.129,0.114,-20.325,265.137,25.269
0.285,-0.147,0.107,-17.212,258.301,22.278
0.228,-0.132,0.057,-11.719,251.648,18.860
0.117,-0.115,-0.020,-5.005,242.676,18.005
0.166,-0.199,-0.139,11.353,229.675,30.334
0.203,-0.313,-0.304,27.588,209.595,40.405
0.285,-0.340,-0.469,21.912,187.927,36.072
0.412,-0.258,-0.596,13.977,165.710,38.818
0.558,-0.153,-0.663,15.259,145.935,44.800
0.612,0.005,-0.740,26.550,131.348,54.443
0.640,0.133,-0.777,44.556,119.812,62.622
0.732,0.272,-0.840,51.758,114.319,62.073
0.764,0.374,-0.869,54.871,106.445,56.458
0.753,0.439,-0.921,58.899,99.365,44.067
0.707,0.489,-1.009,62.195,93.689,27.405
0.635,0.448,-1.154,65.308,83.923,12.207
0.588,0.414,-1.320,66.833,67.749,2.197
0.543,0.417,-1.464,64.209,45.715,-1.831
0.529,0.445,-1.557,55.054,18.127,-1.404
0.519,0.472,-1.574,41.016,-11.841,-0.732
0.508,0.477,-1.535,27.466,-43.152,-1.099
0.498,0.474,-1.471,14.709,-73.242,-2.686
0.493,0.437,-1.374,2.014,-100.708,-5.005
0.467,0.397,-1.266,-9.216,-125.183,-7.019
0.435,0.344,-1.151,-17.029,-147.644,-9.460
0.407,0.300,-1.042,-21.301,-168.884,-12.939
0.378,0.225,-0.903,-23.437,-188.782,-15.991
0.350,0.166,-0.760,-23.804,-206.909,-16.968
0.287,0.103,-0.656,-21.179,-221.802,-17.578
0.329,0.068,-0.555,-19.714,-234.741,-17.639
0.323,0.045,-0.438,-14.832,-250.671,-17.761
